step, task, epoch, num_class, num_instance, loss, acc1, acc5, accs, 
127, 2, 27, 10, 150, 0.17822486704046075, 97.86931818181819, 100.0, 0.9577464788732394/1.0/0.9858156028368794/0.9295774647887324/0.986013986013986/1.0/1.0/1.0/0.9577464788732394/0.9722222222222222, 
128, 2, 28, 10, 150, 0.17185279456051913, 97.86931818181819, 100.0, 0.9555555555555556/1.0/1.0/0.9214285714285714/0.9929577464788732/1.0/1.0/1.0/0.9645390070921985/0.951048951048951, 
129, 2, 29, 10, 150, 0.16532606021924454, 97.72727272727273, 100.0, 0.950354609929078/1.0/0.9857142857142858/0.9366197183098591/0.9929078014184397/1.0/1.0/1.0/0.9642857142857143/0.9420289855072463, 
130, 2, 30, 10, 150, 0.1619010635397651, 98.1534090909091, 100.0, 0.9652777777777778/1.0/0.9854014598540146/0.9440559440559441/0.9927007299270073/1.0/1.0/1.0/0.9507042253521126/0.9787234042553191, 
131, 2, 31, 10, 150, 0.1594020494005897, 97.30113636363636, 100.0, 0.9647887323943662/1.0/0.9929577464788732/0.95/0.9852941176470589/1.0/1.0/1.0/0.9300699300699301/0.9071428571428571, 
132, 2, 32, 10, 150, 0.15103846178813415, 98.29545454545455, 100.0, 0.9642857142857143/1.0/0.9861111111111112/0.9290780141843972/0.9929078014184397/1.0/1.0/1.0/0.9790209790209791/0.9785714285714285, 
133, 2, 33, 10, 150, 0.15104387361894955, 97.9403409090909, 100.0, 0.9565217391304348/1.0/0.9928571428571429/0.951048951048951/0.9861111111111112/1.0/1.0/1.0/0.9513888888888888/0.9574468085106383, 
134, 2, 34, 10, 150, 0.146987992931496, 98.08238636363636, 100.0, 0.971830985915493/1.0/0.9928571428571429/0.9357142857142857/1.0/1.0/1.0/1.0/0.9428571428571428/0.9640287769784173, 
135, 2, 35, 10, 150, 0.14634876901453192, 97.65625, 100.0, 0.9632352941176471/1.0/0.9855072463768116/0.9455782312925171/0.9929577464788732/1.0/1.0/1.0/0.9375/0.9407407407407408, 
136, 2, 36, 10, 150, 0.1458074694330042, 98.1534090909091, 100.0, 0.9714285714285714/1.0/0.986013986013986/0.9361702127659575/0.9928057553956835/1.0/1.0/1.0/0.9645390070921985/0.9647887323943662, 
137, 2, 37, 10, 150, 0.13923303173346954, 98.1534090909091, 100.0, 0.9642857142857143/1.0/0.9929577464788732/0.9357142857142857/0.9931506849315068/1.0/1.0/1.0/0.972027972027972/0.958041958041958, 
138, 2, 38, 10, 150, 0.1357704306190664, 98.79261363636364, 100.0, 0.9642857142857143/1.0/0.9929577464788732/0.9583333333333334/0.9929577464788732/1.0/1.0/1.0/0.9928571428571429/0.9781021897810219, 
139, 2, 39, 10, 150, 0.14138855175538498, 97.72727272727273, 100.0, 0.9642857142857143/1.0/1.0/0.9440559440559441/0.9854014598540146/1.0/1.0/1.0/0.9444444444444444/0.935251798561151, 
140, 2, 40, 10, 150, 0.13518139110370117, 98.29545454545455, 100.0, 0.971830985915493/1.0/1.0/0.9527027027027027/0.9929577464788732/1.0/1.0/1.0/0.9724137931034482/0.9398496240601504, 
141, 2, 41, 10, 150, 0.13109985332597385, 98.36647727272727, 100.0, 0.972027972027972/1.0/0.9863945578231292/0.9507042253521126/0.9928057553956835/1.0/1.0/1.0/0.9712230215827338/0.9647887323943662, 
142, 2, 42, 10, 150, 0.13304372944615103, 98.29545454545455, 100.0, 0.9652777777777778/1.0/1.0/0.9513888888888888/0.9859154929577465/1.0/1.0/1.0/0.9571428571428572/0.9716312056737588, 
143, 2, 43, 10, 150, 0.1332403285936876, 98.50852272727273, 100.0, 0.9647887323943662/1.0/0.9928571428571429/0.9436619718309859/1.0/1.0/1.0/1.0/0.965034965034965/0.9852941176470589, 
144, 2, 44, 10, 150, 0.13349070129069415, 98.36647727272727, 100.0, 0.971830985915493/1.0/0.993006993006993/0.9379310344827586/0.9929078014184397/1.0/1.0/1.0/0.9858156028368794/0.9558823529411765, 
145, 2, 45, 10, 150, 0.1305717040191997, 98.7215909090909, 100.0, 0.9637681159420289/1.0/0.993006993006993/0.9428571428571428/0.9862068965517241/1.0/1.0/1.0/0.9928571428571429/0.9928057553956835, 
146, 2, 46, 10, 150, 0.13323605331507596, 98.50852272727273, 100.0, 0.9647887323943662/1.0/0.993006993006993/0.9448275862068966/0.9928571428571429/1.0/1.0/1.0/0.9782608695652174/0.9784172661870504, 
147, 2, 47, 10, 150, 0.13135828280990774, 98.1534090909091, 100.0, 0.965034965034965/1.0/0.9925925925925926/0.9428571428571428/0.9929577464788732/1.0/1.0/1.0/0.972027972027972/0.9496402877697842, 
148, 2, 48, 10, 150, 0.13202072883194144, 98.57954545454545, 100.0, 0.9779411764705882/1.0/0.9929078014184397/0.9407407407407408/0.9930555555555556/1.0/1.0/1.0/0.9727891156462585/0.9787234042553191, 
149, 2, 49, 10, 150, 0.13363222574645822, 98.29545454545455, 100.0, 0.9645390070921985/1.0/0.9927536231884058/0.9436619718309859/0.9928571428571429/1.0/1.0/1.0/0.9782608695652174/0.9577464788732394, 
150, 3, 0, 10, 200, 0.15652084598938623, 97.55208333333333, 100.0, 0.9432989690721649/1.0/0.9844559585492227/0.9270833333333334/0.9896373056994818/1.0/0.9947643979057592/1.0/0.973404255319149/0.9430051813471503, 
151, 3, 1, 10, 200, 0.4003143827120463, 86.04166666666667, 99.94791666666667, 0.8125/0.883248730964467/0.8952879581151832/0.7315789473684211/0.8762886597938144/0.8617021276595744/0.8802083333333334/1.0/0.8095238095238095/0.8527918781725888, 
152, 3, 2, 10, 200, 0.2692469855149587, 94.53125, 99.94791666666667, 0.8105263157894737/1.0/0.9119170984455959/0.8958333333333334/0.9895833333333334/1.0/0.9794871794871794/1.0/0.9114583333333334/0.953125, 
153, 3, 3, 10, 200, 0.2196566532055537, 95.625, 100.0, 0.9523809523809523/1.0/0.9789473684210527/0.875/0.9740932642487047/0.9641025641025641/0.9895287958115183/1.0/0.8911917098445595/0.9375, 
154, 3, 4, 10, 200, 0.1714552303155263, 97.1875, 100.0, 0.9476439790575916/1.0/0.9896373056994818/0.9120879120879121/0.9848484848484849/1.0/0.9948979591836735/1.0/0.9629629629629629/0.9226804123711341, 
155, 3, 5, 10, 200, 0.14774394482374192, 97.65625, 100.0, 0.9365079365079365/1.0/0.9845360824742269/0.9312169312169312/0.9948186528497409/1.0/0.9948979591836735/1.0/0.9487179487179487/0.9744897959183674, 
156, 3, 6, 10, 200, 0.13872396697600684, 97.76041666666667, 100.0, 0.9484536082474226/1.0/0.984375/0.9267015706806283/0.9947368421052631/1.0/1.0/1.0/0.9585492227979274/0.9644670050761421, 
157, 3, 7, 10, 200, 0.13928629557291666, 97.39583333333333, 100.0, 0.953125/1.0/0.9791666666666666/0.9166666666666666/0.9947368421052631/1.0/1.0/1.0/0.9576719576719577/0.9378238341968912, 
158, 3, 8, 10, 200, 0.11857486317555109, 98.38541666666667, 100.0, 0.9581151832460733/1.0/0.9895287958115183/0.9432989690721649/1.0/1.0/1.0/1.0/0.96875/0.9790575916230366, 
159, 3, 9, 10, 200, 0.11881449719270071, 98.125, 100.0, 0.9639175257731959/1.0/0.9948717948717949/0.9375/0.9946236559139785/1.0/1.0/1.0/0.9637305699481865/0.9572192513368984, 
160, 3, 10, 10, 200, 0.10427587479352951, 98.54166666666667, 100.0, 0.9682539682539683/1.0/0.9948717948717949/0.9267015706806283/0.9947643979057592/1.0/1.0/1.0/0.9783783783783784/0.9896373056994818, 
161, 3, 11, 10, 200, 0.09205161035060883, 98.69791666666667, 100.0, 0.9742268041237113/1.0/1.0/0.9637305699481865/1.0/1.0/1.0/1.0/0.9635416666666666/0.9690721649484536, 
162, 3, 12, 10, 200, 0.09475489407777786, 98.4375, 100.0, 0.967741935483871/1.0/0.9897435897435898/0.9432989690721649/1.0/1.0/1.0/1.0/0.96875/0.9739583333333334, 
163, 3, 13, 10, 200, 0.10654708792765935, 97.70833333333333, 100.0, 0.9631578947368421/1.0/0.9948717948717949/0.9484536082474226/0.9895833333333334/1.0/1.0/1.0/0.9263157894736842/0.9479166666666666, 
164, 3, 14, 10, 200, 0.11647654424111048, 97.55208333333333, 100.0, 0.9644670050761421/1.0/0.9845360824742269/0.946524064171123/0.984375/1.0/0.9946524064171123/1.0/0.9585492227979274/0.9175257731958762, 
165, 3, 15, 10, 200, 0.10474950720866522, 97.91666666666667, 100.0, 0.9587628865979382/1.0/0.9895833333333334/0.9375/0.9948717948717949/1.0/1.0/1.0/0.9417989417989417/0.96875, 
166, 3, 16, 10, 200, 0.09405837108691534, 98.59375, 100.0, 0.9789473684210527/1.0/1.0/0.9427083333333334/1.0/1.0/1.0/1.0/0.9740932642487047/0.9637305699481865, 
167, 3, 17, 10, 200, 0.07761711155374845, 99.32291666666667, 100.0, 0.9845360824742269/1.0/1.0/0.9682539682539683/1.0/1.0/1.0/1.0/0.9946808510638298/0.9840425531914894, 
168, 3, 18, 10, 200, 0.09317051470279694, 98.02083333333333, 100.0, 0.9685863874345549/1.0/0.984375/0.9574468085106383/1.0/1.0/1.0/1.0/0.9430051813471503/0.9481865284974094, 
169, 3, 19, 10, 200, 0.10300674711664518, 97.8125, 100.0, 0.9689119170984456/1.0/1.0/0.9427083333333334/1.0/1.0/0.9896373056994818/1.0/0.9239130434782609/0.9540816326530612, 
170, 3, 20, 10, 200, 0.09761975134412447, 98.28125, 100.0, 0.9742268041237113/1.0/1.0/0.9521276595744681/1.0/1.0/1.0/1.0/0.9581151832460733/0.9421052631578948, 
171, 3, 21, 10, 200, 0.06865245699882508, 99.21875, 100.0, 0.9844559585492227/1.0/1.0/0.9693877551020408/1.0/1.0/1.0/1.0/0.9896373056994818/0.9786096256684492, 
172, 3, 22, 10, 200, 0.0674138456583023, 99.11458333333333, 100.0, 0.9845360824742269/1.0/1.0/0.9695431472081218/1.0/1.0/1.0/1.0/0.9791666666666666/0.9788359788359788, 
173, 3, 23, 10, 200, 0.0734993003308773, 99.21875, 100.0, 0.9629629629629629/1.0/0.9948453608247423/0.9695431472081218/1.0/1.0/1.0/1.0/0.9949238578680203/1.0, 
174, 3, 24, 10, 200, 0.06761003658175468, 98.90625, 100.0, 0.9690721649484536/1.0/0.9948186528497409/0.9578947368421052/1.0/1.0/1.0/1.0/0.9842105263157894/0.9842105263157894, 
175, 3, 25, 10, 200, 0.07013345807790757, 99.0625, 100.0, 0.9842105263157894/1.0/1.0/0.9533678756476683/1.0/1.0/1.0/1.0/0.9895833333333334/0.979381443298969, 
176, 3, 26, 10, 200, 0.06891328220566113, 98.95833333333333, 100.0, 0.9791666666666666/1.0/0.9894736842105263/0.96875/1.0/1.0/1.0/1.0/0.9682539682539683/0.9897959183673469, 
177, 3, 27, 10, 200, 0.07071223333477974, 98.80208333333333, 100.0, 0.9528795811518325/1.0/1.0/0.9583333333333334/1.0/1.0/1.0/1.0/0.983957219251337/0.9844559585492227, 
178, 3, 28, 10, 200, 0.060616112252076464, 99.375, 100.0, 0.9844559585492227/1.0/1.0/0.9842931937172775/1.0/1.0/1.0/1.0/0.9841269841269841/0.9844559585492227, 
179, 3, 29, 10, 200, 0.05517435496052106, 99.53125, 100.0, 0.9844559585492227/1.0/1.0/0.9685863874345549/1.0/1.0/1.0/1.0/1.0/1.0, 
180, 3, 30, 10, 200, 0.055311834315458934, 99.53125, 100.0, 0.9895833333333334/1.0/1.0/0.9844559585492227/1.0/1.0/1.0/1.0/0.9947643979057592/0.984375, 
181, 3, 31, 10, 200, 0.05835262065132459, 99.375, 100.0, 0.9895833333333334/1.0/1.0/0.9842931937172775/1.0/1.0/1.0/1.0/0.9845360824742269/0.9791666666666666, 
182, 3, 32, 10, 200, 0.060391680399576826, 99.27083333333333, 100.0, 0.9740932642487047/1.0/1.0/0.9790575916230366/1.0/1.0/1.0/1.0/0.9792746113989638/0.9948186528497409, 
183, 3, 33, 10, 200, 0.05416270097096761, 99.47916666666667, 100.0, 0.9897435897435898/1.0/0.9947089947089947/0.9735449735449735/1.0/1.0/1.0/1.0/0.9895287958115183/1.0, 
184, 3, 34, 10, 200, 0.053422257552544275, 99.6875, 100.0, 0.9841269841269841/1.0/1.0/0.9842931937172775/1.0/1.0/1.0/1.0/1.0/1.0, 
185, 3, 35, 10, 200, 0.053727116187413534, 99.375, 100.0, 0.9894179894179894/1.0/1.0/0.9587628865979382/1.0/1.0/1.0/1.0/1.0/0.9896907216494846, 
186, 3, 36, 10, 200, 0.05258670697609583, 99.47916666666667, 100.0, 0.9895287958115183/1.0/1.0/0.984375/1.0/1.0/1.0/1.0/0.9842105263157894/0.9896907216494846, 
187, 3, 37, 10, 200, 0.046384367346763614, 99.63541666666667, 100.0, 0.9842105263157894/1.0/1.0/0.9844559585492227/1.0/1.0/1.0/1.0/1.0/0.9947643979057592, 
188, 3, 38, 10, 200, 0.05312156528234482, 99.375, 100.0, 0.9789473684210527/1.0/1.0/0.9897435897435898/1.0/1.0/1.0/1.0/0.9792746113989638/0.9895833333333334, 
189, 3, 39, 10, 200, 0.050703676293293636, 99.42708333333333, 100.0, 0.9896373056994818/1.0/1.0/0.9791666666666666/1.0/1.0/1.0/1.0/0.9948453608247423/0.9787234042553191, 
190, 3, 40, 10, 200, 0.04921067580580711, 99.53125, 100.0, 0.9847715736040609/1.0/1.0/0.9790575916230366/1.0/1.0/1.0/1.0/0.9894179894179894/1.0, 
191, 3, 41, 10, 200, 0.04566837623715401, 99.6875, 100.0, 0.9896373056994818/1.0/1.0/0.9841269841269841/1.0/1.0/1.0/1.0/1.0/0.994475138121547, 
192, 3, 42, 10, 200, 0.04894877374172211, 99.375, 100.0, 0.9894736842105263/1.0/1.0/0.9790575916230366/1.0/1.0/1.0/1.0/0.979381443298969/0.9897435897435898, 
193, 3, 43, 10, 200, 0.04819642938673496, 99.58333333333333, 100.0, 0.984375/1.0/1.0/0.9791666666666666/1.0/1.0/1.0/1.0/1.0/0.9946236559139785, 
194, 3, 44, 10, 200, 0.050221441934506096, 99.42708333333333, 100.0, 0.9896373056994818/1.0/1.0/0.9786096256684492/1.0/1.0/1.0/1.0/0.9897435897435898/0.984375, 
195, 3, 45, 10, 200, 0.04949589371681214, 99.375, 100.0, 0.9842931937172775/1.0/1.0/0.9787234042553191/1.0/1.0/1.0/1.0/0.9895833333333334/0.9844559585492227, 
196, 3, 46, 10, 200, 0.04750858979920546, 99.63541666666667, 100.0, 0.9895287958115183/1.0/1.0/0.979381443298969/1.0/1.0/1.0/1.0/1.0/0.9947916666666666, 
197, 3, 47, 10, 200, 0.048098592460155486, 99.42708333333333, 100.0, 0.9842931937172775/1.0/1.0/0.9790575916230366/1.0/1.0/1.0/1.0/0.9894179894179894/0.98989898989899, 
198, 3, 48, 10, 200, 0.04734648702045282, 99.42708333333333, 100.0, 0.9842105263157894/1.0/1.0/0.9792746113989638/1.0/1.0/1.0/1.0/0.9896373056994818/0.9895833333333334, 
199, 3, 49, 10, 200, 0.04873632540305455, 99.47916666666667, 100.0, 0.9842931937172775/1.0/1.0/0.9790575916230366/1.0/1.0/1.0/1.0/1.0/0.9844559585492227, 
